#,MLS,Stat,Type,Address,ZipCode,City,City Code,State,List/Sell,Days on Market,Bds,Bths,SF,Start Date,Acres,Source,Lot Square Footage,Property Type,SchoolDistric,Livability Index,#,,,,Town,Livability Index
104,1745551,S,RESI,12921 Juanita Dr NE,98034,Kirkland,600,WA,"751,000",11,3,1.75,1220,05/03/2021  ,0.228,County Records,9916,Single Family,Lake Washin,81,147,,,,,
104,1756508,S,RESI,12237 96th Place NE,98034,Kirkland,600,WA,"789,000",5,3,1.5,1710,05/03/2021  ,0.218,King County,9508,Single Family,Lake Washin,81,148,,,,,
104,1750614,S,RESI,8720 NE 139th St,98034,Kirkland,600,WA,"820,000",3,3,1.75,1280,05/12/2021  ,0.182,KCR,7932,Single Family,Lake Washin,81,149,,,,,
104,1751191,S,RESI,13314 85th Ave NE,98034,Kirkland,600,WA,"830,000",5,3,1.75,1270,05/04/2021  ,0.224,Realist,9750,Single Family,Lake Washin,81,150,,,,,
104,1759724,S,RESI,14485 119th Place NE,98034,Kirkland,600,WA,"839,000",7,3,1.75,1320,05/21/2021  ,0.222,public,9660,Single Family,Northshore,81,151,,,,,
104,1752188,S,RESI,9510 NE 128th St,98034,Kirkland,600,WA,"840,000",6,3,2,1170,05/28/2021  ,0.168,Realist,7325,Single Family,Lake Washin,81,152,,,,,
104,1747112,S,RESI,12816 95th Ave NE,98034,Kirkland,600,WA,"901,000",6,3,1.75,1170,05/03/2021  ,0.227,county records,9900,Single Family,Everett,81,153,,,,,
104,1746281,S,RESI,11728 NE 145th St,98034,Kirkland,600,WA,"970,800",5,3,1.75,1636,05/06/2021  ,0.379,realist,16488,Single Family,Northshore,81,154,,,,,
105,1765164,S,RESI,30860 22nd Ave S,98003,Federal Way,110,WA,"222,000",5,3,2,1344,05/12/2021  ,0.207,Realist,9020,Single Family,Federal Way,0,155,,,,,
105,1751202,S,RESI,13334 119th Ave NE,98034,Kirkland,600,WA,"1,035,000",5,3,1.75,1660,05/12/2021  ,0.172,County Records,7500,Single Family,Lake Washin,81,156,,,,,
105,1751676,S,RESI,14008 90th Place NE,98034,Kirkland,600,WA,"1,100,000",4,3,1.75,2260,05/20/2021  ,0.195,KCR,8509,Single Family,Lake Washin,81,157,,,,,
105,1781899,A,RESI,8606 NE 135th St,98034,Kirkland,600,WA,"859,900",3,4,1.75,2140,05/28/2021  ,0.244,KCR,10644,Single Family,Lake Washin,81,158,,,,,
105,1748832,S,RESI,13211 129th Place NE,98034,Kirkland,600,WA,"750,000",4,4,1.5,1420,05/09/2021  ,0.151,County Records,6580,Single Family,Lake Washin,81,159,,,,,
105,1764132,S,RESI,9416 NE 126th Place,98034,Kirkland,600,WA,"775,000",5,4,1.75,1700,05/28/2021  ,0.183,Public Records,7975,Single Family,Lake Washin,81,160,,,,,
105,1746883,S,RESI,9463 NE 121st Place,98034,Kirkland,600,WA,"975,000",4,4,2,1820,05/07/2021  ,0.227,Realist,9872,Single Family,Lake Washin,81,161,,,,,
105,1752469,S,RESI,8611 NE 137th St,98034,Kirkland,600,WA,"1,025,000",2,4,1.75,1900,05/24/2021  ,0.235,Public Records,10226,Single Family,Lake Washin,81,162,,,,,
105,1751162,S,RESI,12850 NE 143rd St,98034,Kirkland,600,WA,"1,100,000",2,4,2,1860,04/30/2021  ,0.186,Realist,8100,Single Family,Lake Washin,81,163,,,,,
105,1757915,S,RESI,12817 NE 139th Ct,98034,Kirkland,600,WA,"1,015,000",6,5,1.75,1940,05/21/2021  ,0.186,KCR,8120,Single Family,Lake Washin,81,164,,,,,
105,1779460,A,RESI,13215 101st Lane NE,98034,Kirkland,600,WA,"758,000",3,3,2.5,1770,05/27/2021  ,0.031,King County Tax Record,1369,Single Family,Lake Washin,81,165,,,,,
106,1765320,S,RESI,35905 14th Place S,98003,Federal Way,110,WA,"361,888",5,3,2,1344,05/19/2021  ,0.355,Realist,15478,Single Family,Federal Way,0,166,,,,,
106,1778662,A,RESI,13103 NE 139th St,98034,Kirkland,600,WA,"1,050,000",5,3,2.5,2420,05/25/2021  ,0.085,Public Records,3713,Single Family,Lake Washin,81,167,,,,,
106,1749482,S,RESI,12442 98th Ave NE,98034,Kirkland,600,WA,"915,000",4,3,2.5,1418,05/20/2021  ,0.165,Realist,7201,Single Family,Lake Washin,81,168,,,,,
106,1758840,S,RESI,12918 NE 136th St,98034,Kirkland,600,WA,"920,000",4,3,2.25,1650,05/19/2021  ,0.148,KCR,6460,Single Family,Lake Washin,81,169,,,,,
106,1748358,S,RESI,14309 101st Place NE,98034,Kirkland,600,WA,"955,000",8,3,2.5,2085,05/18/2021  ,0.166,KCR,7226,Single Family,Lake Washin,81,170,,,,,
106,1757375,S,RESI,9618 NE 139th St,98034,Kirkland,600,WA,"990,000",2,3,2.25,3170,05/17/2021  ,0.234,Tax,10180,Single Family,Lake Washin,81,171,,,,,
106,1749410,S,RESI,13717 94th Ave NE,98034,Kirkland,600,WA,"1,016,000",6,3,2.25,1730,05/07/2021  ,0.186,KCR,8100,Single Family,Lake Washin,81,172,,,,,
106,1760875,S,RESI,11601 NE 145th St,98034,Kirkland,600,WA,"1,060,000",2,3,2.5,1940,05/25/2021  ,0.2,Realist,8706,Single Family,Lake Washin,81,173,,,,,
106,1748447,S,RESI,11719 103rd Ave NE,98034,Kirkland,600,WA,"1,255,000",6,3,2.25,2180,04/30/2021  ,0.205,Realist,8948,Single Family,Lake Washin,81,174,,,,,
106,1754866,S,RESI,13214 106th Place NE,98034,Kirkland,600,WA,"1,337,500",4,3,2.75,2590,05/08/2021  ,0.112,KCR,4875,Single Family,Lake Washin,81,175,,,,,
106,1764196,S,RESI,12821 NE 144th Wy,98034,Kirkland,600,WA,"1,400,000",2,3,2.5,2410,05/21/2021  ,0.204,Tax Records,8868,Single Family,Lake Washin,81,176,,,,,
107,1765648,S,RESI,909 S 321st St,98003,Federal Way,110,WA,"445,000",5,3,1.75,1170,05/17/2021  ,0.211,Realist,9200,Single Family,Federal Way,0,177,,,,,
107,1765726,S,RESI,13410 NE 129th Dr,98034,Kirkland,600,WA,"1,475,000",3,3,2.5,2330,05/28/2021  ,0.092,KCR,4000,Single Family,Lake Washin,81,178,,,,,
107,1750017,S,RESI,7908 NE 126th Dr,98034,Kirkland,600,WA,"1,620,000",0,3,2.75,2644,05/28/2021  ,0.111,Architect,4817,Single Family,Lake Washin,81,179,,,,,
107,1780883,A,RESI,8211 NE 145th St,98034,Kirkland,600,WA,"835,000",3,4,2.75,1910,05/27/2021  ,0.167,Realist- Buyer to Verify,7272,Single Family,Lake Washin,81,180,,,,,
107,1757899,A,RESI,13917 129th Place NE,98034,Kirkland,600,WA,"849,900",2,4,2.25,1820,05/28/2021  ,0.167,Public Record,7272,Single Family,Lake Washin,81,181,,,,,
107,1774316,A,RESI,6911 NE 133rd St,98034,Kirkland,600,WA,"1,806,450",16,4,2.5,3349,05/14/2021  ,0.239,Recorded Plat Map,10404,Single Family,Lake Washin,81,182,,,,,
107,1773496,A,RESI,13529 137 Place NE,98034,Kirkland,600,WA,"1,875,000",16,4,3,3770,05/14/2021  ,0.202,Public Records,8800,Single Family,Lake Washin,81,183,,,,,
107,1757351,S,RESI,13233 126th Place NE,98034,Kirkland,600,WA,"920,000",3,4,2.5,1990,05/07/2021  ,0.169,Realist,7350,Single Family,Lake Washin,81,184,,,,,
107,1754966,S,RESI,8310 NE 143rd St,98034,Kirkland,600,WA,"950,000",2,4,2.5,1680,05/11/2021  ,0.21,realist,9165,Single Family,Lake Washin,81,185,,,,,
107,1741882,S,RESI,13522 131st Ave NE,98034,Kirkland,600,WA,"958,000",6,4,2.5,1890,05/12/2021  ,0.16,County Records,6984,Single Family,Lake Washin,81,186,,,,,
107,1736232,S,RESI,14422 122nd Place NE,98034,Kirkland,600,WA,"1,060,000",6,4,2.5,2010,05/03/2021  ,0.061,KCR,2660,Single Family,Lake Washin,81,187,,,,,
108,1753098,S,RESI,30020 3rd Ave S,98003,Federal Way,110,WA,"480,000",4,3,2,1720,05/07/2021  ,0.227,Realist- Buyer to Verify,9900,Single Family,Federal Way,0,188,,,,,
108,1747854,S,RESI,8817 NE 137th St,98034,Kirkland,600,WA,"1,100,000",5,4,2.5,1870,05/03/2021  ,0.212,Tax records,9253,Single Family,Lake Washin,81,189,,,,,
108,1766431,S,RESI,7025 NE 132nd St,98034,Kirkland,600,WA,"1,175,000",4,4,2.5,2740,05/26/2021  ,0.191,Survey,8322,Single Family,Lake Washin,81,190,,,,,
108,1758070,S,RESI,12833 NE 141st Ct,98034,Kirkland,600,WA,"1,180,000",1,4,2.5,2110,05/18/2021  ,0.16,Public Records,6950,Single Family,Lake Washin,81,191,,,,,
108,1760767,S,RESI,14212 119th Place NE,98034,Kirkland,600,WA,"1,185,000",5,4,2.25,1983,05/26/2021  ,0.3,Realist,13050,Single Family,Lake Washin,81,192,,,,,
108,1752710,S,RESI,9016 NE 136th St,98034,Kirkland,600,WA,"1,300,000",1,4,2.5,2000,05/19/2021  ,0.157,King County Records,6847,Single Family,Lake Washin,81,193,,,,,
108,1762104,S,RESI,12921 79th Place NE,98034,Kirkland,600,WA,"1,325,000",6,4,2.25,2560,05/28/2021  ,0.187,KCR,8165,Single Family,Lake Washin,81,194,,,,,
108,1750245,S,RESI,13626 NE 133rd St,98034,Kirkland,600,WA,"1,660,000",2,4,2.75,3040,05/11/2021  ,0.108,KC,4704,Single Family,Lake Washin,81,195,,,,,
108,1755688,S,RESI,11855 Holmes Point Dr NE,98034,Kirkland,600,WA,"3,500,000",5,4,2.5,3180,05/26/2021  ,0.822,KCR,35790,Single Family,Lake Washin,81,196,,,,,
108,1772775,A,RESI,8116 NE 126th Place,98034,Kirkland,600,WA,"899,000",12,5,2.5,2270,05/25/2021  ,0.289,King County Parcel Rec,12600,Single Family,Lake Washin,81,197,,,,,
108,1775064,A,RESI,13454 95th Ave NE,98034,Kirkland,600,WA,"899,950",15,5,2.5,3720,05/15/2021  ,0.293,KCTR,12763,Single Family,Lake Washin,81,198,,,,,
109,1760932,S,RESI,28638 21st Ave S,98003,Federal Way,110,WA,"530,000",5,3,2,1660,05/21/2021  ,0.28,Realist,12180,Single Family,Federal Way,0,199,,,,,
109,1773338,A,RESI,13255 116th Ave NE,98034,Kirkland,600,WA,"949,000",3,5,2.75,2240,05/27/2021  ,0.169,Public,7380,Single Family,Lake Washin,81,200,,,,,
109,1690333,A,RESI,13409 NE 132nd St,98034,Kirkland,600,WA,"1,385,000",195,5,2.5,2170,11/16/2020  ,0.39,Realist,16968,Single Family,Lake Washin,81,201,,,,,
109,1757188,S,RESI,13303 116th Ave NE,98034,Kirkland,600,WA,"975,000",8,5,2.25,2820,05/24/2021  ,0.169,KCAR,7371,Single Family,Lake Washin,81,202,,,,,
109,1760967,S,RESI,9803 NE 139th St,98034,Kirkland,600,WA,"1,110,000",3,5,2.5,3975,05/27/2021  ,0.269,Realist,11739,Single Family,Lake Washin,81,203,,,,,
109,1752251,S,RESI,12246 95th Place NE,98034,Kirkland,600,WA,"1,170,000",3,5,2.5,2090,05/07/2021  ,0.238,Realist,10346,Single Family,Lake Washin,81,204,,,,,
109,1760183,S,RESI,8001 NE 130th Place,98034,Kirkland,600,WA,"1,210,000",6,5,2.75,2308,05/18/2021  ,0.157,KCR,6825,Single Family,Lake Washin,81,205,,,,,
109,1755830,S,RESI,7238 NE 129th St NE ##8,98034,Kirkland,600,WA,"1,689,995",16,5,2.75,3293,05/28/2021  ,0.32,plat map,13938,Single Family,Lake Washin,81,206,,,,,
109,1746221,S,RESI,12212 83rd Place NE,98034,Kirkland,600,WA,"1,053,500",4,6,2.75,3300,04/30/2021  ,0.172,Realist,7500,Single Family,Lake Washin,81,207,,,,,
109,1748995,S,RESI,13441 64th Terr NE,98034,Kirkland,600,WA,"1,450,000",2,3,3,3420,05/10/2021  ,0.275,Public Records,11990,Single Family,Lake Washin,81,208,,,,,
109,1774319,A,RESI,6919 NE 133rd St,98034,Kirkland,600,WA,"1,914,450",16,4,3.5,3863,05/14/2021  ,0.26,Recorded Plat Map,11322,Single Family,Lake Washin,81,209,,,,,
110,1770182,S,RESI,30421 11th Ave S,98003,Federal Way,110,WA,"510,000",4,4,1.75,1570,05/28/2021  ,0.224,KCR,9750,Single Family,Federal Way,0,210,,,,,
110,1752314,S,RESI,12605 94th Ave NE,98034,Kirkland,600,WA,"1,075,000",4,4,3.25,1958,05/06/2021  ,0.244,Tax Records,10648,Single Family,Lake Washin,81,211,,,,,
110,1751798,S,RESI,12425 87th Ct NE,98034,Kirkland,600,WA,"1,910,000",4,4,3.5,3654,05/12/2021  ,0.151,realist,6568,Single Family,Lake Washin,81,212,,,,,
110,1766069,A,RESI,12851 NE 143rd St,98034,Kirkland,600,WA,"1,190,000",36,5,3.5,3284,04/30/2021  ,0.157,title,6860,Single Family,Lake Washin,81,213,,,,,
110,1775798,A,RESI,9100 NE 128th Lane,98034,Kirkland,600,WA,"2,980,000",2,5,3.5,4090,05/28/2021  ,6.68,Tax Records,290980,Single Family,Lake Washin,81,214,,,,,
110,1753580,S,RESI,14431 89th Place NE,98034,Kirkland,600,WA,"1,055,000",6,5,3.25,3240,05/18/2021  ,0.21,County,9158,Single Family,Lake Washin,81,215,,,,,
110,1755722,S,RESI,14504 111th Ave NE,98034,Kirkland,600,WA,"1,255,000",5,5,3.75,2570,05/20/2021  ,0.195,Realist,8500,Single Family,Northshore,81,216,,,,,
110,1753078,S,RESI,14148 97th Ave NE,98034,Kirkland,600,WA,"1,820,000",2,5,3.25,3295,05/14/2021  ,0.174,Tax records,7601,Single Family,Lake Washin,81,217,,,,,
110,1755259,S,RESI,8145 NE 117th Place,98034,Kirkland,600,WA,"1,900,000",2,5,3.5,3560,05/28/2021  ,0.138,Public Records,6000,Single Family,Lake Washin,81,218,,,,,
110,1647541,S,RESI,7213 NE 127th St,98034,Kirkland,600,WA,"1,745,000",1,5,4.5,3912,05/10/2021  ,0.252,Builder,10977,Single Family,Lake Washin,81,219,,,,,
110,1745247,S,RESI,13629 NE 133rd Place,98034,Kirkland,600,WA,"2,100,000",2,5,4.25,4060,05/05/2021  ,0.127,County Record,5540,Single Family,Lake Washin,81,220,,,,,
111,1777466,A,RESI,411 S 305th St,98003,Federal Way,110,WA,"565,000",10,3,2.5,2020,05/20/2021  ,0.228,Realist,9936,Single Family,Federal Way,0,221,,,,,
111,1765560,S,RESI,24410 SE 246th St,98038,Maple Valley,320,WA,475000,1,1,1,1000,05/28/2021  ,0.693,Realist,30193,Single Family,Tahoma,0,222,,,,,
111,1741927,S,RESI,28214 241st Ave SE,98038,Maple Valley,320,WA,388000,7,2,1,910,05/07/2021  ,0.069,County Records,3003,Single Family,Tahoma,0,223,,,,,
111,1781849,A,RESI,23320 SE 265th St,98038,Maple Valley,320,WA,419950,3,3,1,1100,05/27/2021  ,0.22,Realist,9576,Single Family,Tahoma,0,224,,,,,
111,1781416,A,RESI,23229 Lower Dorre Don Wy SE,98038,Maple Valley,320,WA,540000,7,3,1,1040,05/28/2021  ,0.187,Realist,8153,Single Family,Tahoma,0,225,,,,,
111,1769603,A,RESI,26810 235th Ave SE,98038,Maple Valley,320,WA,724999,17,3,1,1050,05/13/2021  ,0.9,Public Records,39204,Single Family,Tahoma,0,226,,,,,
111,1758615,S,RESI,20052 SE 216th St,98038,Maple Valley,320,WA,412500,7,3,1,1160,05/21/2021  ,2.03,Realist,88417,Single Family,Tahoma,0,227,,,,,
111,1757707,S,RESI,19211 Maxwell Rd SE,98038,Maple Valley,320,WA,853000,6,3,1.75,2700,05/24/2021  ,5.6,Tax Records,243936,Single Family,Tahoma,0,228,,,,,
111,1779072,A,RESI,25615 E Lake Wilderness Dr SE,98038,Maple Valley,320,WA,585000,4,1,1.5,722,05/26/2021  ,0.081,Appraisal,3521,Single Family,Tahoma,0,229,,,,,
111,1777651,A,RESI,27054 235th Ct SE,98038,Maple Valley,320,WA,360000,10,2,2,1196,05/20/2021  ,0.385,Realist,16768,Single Family,Tahoma,0,230,,,,,
111,1770536,A,RESI,25421 213th Ave SE #30,98038,Maple Valley,320,WA,375000,4,2,1.5,1240,05/26/2021  ,0.097,Realist,4209,Single Family,Tahoma,0,231,,,,,
112,1776289,A,RESI,2313 S 380th St,98003,Federal Way,110,WA,"579,500",12,3,2.5,1780,05/18/2021  ,0.143,realist,6208,Single Family,Fife,0,232,,,,,
112,1781084,A,RESI,22429 202nd Ave SE,98038,Maple Valley,320,WA,750000,3,2,2,2860,05/27/2021  ,5.03,Public Records,219106,Single Family,Tahoma,0,233,,,,,
112,1665789,S,RESI,22520 SE 237th St,98038,Maple Valley,320,WA,572316,16,2,2,1342,05/07/2021  ,0.09,County,3903,Single Family,Tahoma,0,234,,,,,
112,1783162,A,RESI,24022 223rd Place SE #74,98038,Maple Valley,320,WA,460000,4,3,2,1536,05/30/2021  ,0.035,Public Records,1536,Single Family,Tahoma,0,235,,,,,
112,1782952,A,RESI,21625 SE 237th St,98038,Maple Valley,320,WA,499950,1,3,2,1060,05/29/2021  ,0.165,public records,7185,Single Family,Tahoma,0,236,,,,,
112,1625411,A,RESI,24669 SE 224th St,98038,Maple Valley,320,WA,500000,32,3,2,3210,07/09/2020  ,2.03,Realist,88426,Single Family,Tahoma,0,237,,,,,
112,1781127,A,RESI,26230 SE 200 St,98038,Maple Valley,320,WA,699000,3,3,2,2043,05/27/2021  ,4.8,KCR,209088,Single Family,Tahoma,0,238,,,,,
112,1715610,S,RESI,21743 SE 264th St,98038,Maple Valley,320,WA,380000,61,3,1.75,1030,05/13/2021  ,0.256,Tax assessor,11155,Single Family,Tahoma,0,239,,,,,
112,1773554,S,RESI,23504 SE 267th St,98038,Maple Valley,320,WA,435000,7,3,2,1040,05/29/2021  ,0.222,Public Record,9653,Single Family,Tahoma,0,240,,,,,
112,1761591,S,RESI,27415 226th Ave SE,98038,Maple Valley,320,WA,510000,5,3,1.75,1410,05/18/2021  ,0.165,Title,7176,Single Family,Tahoma,0,241,,,,,
112,1755711,S,RESI,27427 227th Place SE,98038,Maple Valley,320,WA,569000,4,3,1.75,1380,05/20/2021  ,0.166,Realist- Buyer to Verify,7245,Single Family,Tahoma,0,242,,,,,
113,1740962,S,RESI,32210 8th Ave S,98003,Federal Way,110,WA,"520,000",6,3,2.25,1630,05/04/2021  ,0.205,Realist,8927,Single Family,Federal Way,0,243,,,,,
113,1774443,A,RESI,20206 SE 248th St,98038,Maple Valley,320,WA,725000,16,4,1.75,2106,05/14/2021  ,1.033,Realist,44999,Single Family,Tahoma,0,244,,,,,
113,1755507,S,RESI,26229 222nd Place SE,98038,Maple Valley,320,WA,570000,0,4,1.75,1710,05/07/2021  ,0.207,Realist,8999,Single Family,Tahoma,0,245,,,,,
113,1760430,S,RESI,28214 239th Place SE,98038,Maple Valley,320,WA,450000,5,2,2.5,1360,05/16/2021  ,0.076,Realist,3300,Single Family,Tahoma,0,246,,,,,
113,1781010,A,RESI,25414 213th Ave SE #19,98038,Maple Valley,320,WA,429950,3,3,2.5,1800,05/27/2021  ,0.051,Realist,2227,Single Family,Tahoma,0,247,,,,,
113,1779693,A,RESI,22904 SE 240th Place,98038,Maple Valley,320,WA,515000,6,3,2.5,1520,05/24/2021  ,0.092,King County Tax,4015,Single Family,Tahoma,0,248,,,,,
113,1780832,A,RESI,23029 SE 281ST Ct,98038,Maple Valley,320,WA,574950,4,3,2.25,1520,05/26/2021  ,0.154,KC Records,6715,Single Family,Tahoma,0,249,,,,,
113,1778862,A,RESI,22440 SE 244th St,98038,Maple Valley,320,WA,579950,9,3,2.5,1610,05/21/2021  ,0.083,Realist- Buyer to Verify,3600,Single Family,Tahoma,0,250,,,,,
113,1781698,A,RESI,22758 SE 264th Place,98038,Maple Valley,320,WA,600000,3,3,2.5,1640,05/27/2021  ,0.237,King Cty Records,10326,Single Family,Tahoma,0,251,,,,,
113,1781187,A,RESI,23411 SE 261st Ct,98038,Maple Valley,320,WA,600000,3,3,2.5,1906,05/27/2021  ,0.158,Public Record,6863,Single Family,Tahoma,0,252,,,,,
113,1781692,A,RESI,27457 SE 224th St,98038,Maple Valley,320,WA,799900,2,3,2.25,2290,05/28/2021  ,0.708,Public Records,30840,Single Family,Tahoma,0,253,,,,,
114,1757421,S,RESI,29203 13th Place S,98003,Federal Way,110,WA,"667,500",7,3,2.5,2090,05/20/2021  ,0.233,Realist,10164,Single Family,Federal Way,0,254,,,,,
114,1777389,A,RESI,27004 233rd Place SE,98038,Maple Valley,320,WA,849900,10,3,2.5,1536,05/20/2021  ,0.837,Public Records,36470,Single Family,Tahoma,0,255,,,,,
114,1751913,A,RESI,18835 244th Ave SE,98038,Maple Valley,320,WA,1150000,36,3,2.5,3250,05/26/2021  ,4.82,King County Assessor,209959,Single Family,Tahoma,0,256,,,,,
114,1781468,A,RESI,24835 SE 239th St,98038,Maple Valley,320,WA,1579000,2,3,2.25,1920,05/28/2021  ,4.011,Public Record,174712,Single Family,Tahoma,0,257,,,,,
114,1761799,S,RESI,22919 SE 241st Place SE,98038,Maple Valley,320,WA,530000,1,3,2.5,1600,05/28/2021  ,0.074,Realist,3245,Single Family,Tahoma,0,258,,,,,
114,1753642,S,RESI,21665 SE 270th St,98038,Maple Valley,320,WA,530000,5,3,2.25,1520,05/21/2021  ,0.177,County Assessor,7698,Single Family,Tahoma,0,259,,,,,
114,1767096,S,RESI,21911 SE 239th St,98038,Maple Valley,320,WA,"550,000",5,3,2.5,1680,05/22/2021  ,0.146,realist,6340,Single Family,Tahoma,0,260,,,,,
114,1758272,S,RESI,24223 SE 263rd Place,98038,Maple Valley,320,WA,"550,000",1,3,2.25,1450,05/15/2021  ,0.092,Realist,4000,Single Family,Tahoma,0,261,,,,,
114,1756637,S,RESI,22012 SE 277th St,98038,Maple Valley,320,WA,"570,000",3,3,2.25,1580,05/19/2021  ,0.155,Realist- Buyer to Verify,6747,Single Family,Tahoma,0,262,,,,,
114,1752431,S,RESI,26819 225th Place SE,98038,Maple Valley,320,WA,"579,000",5,3,2.5,1440,05/06/2021  ,0.098,realist,4267,Single Family,Tahoma,0,263,,,,,
114,1748339,S,RESI,27751 214th Ave SE,98038,Maple Valley,320,WA,"595,000",6,3,2.5,1670,05/08/2021  ,0.173,Realist,7532,Single Family,Tahoma,0,264,,,,,
115,1781637,A,RESI,34204 18TH PL S,98003,Federal Way,110,WA,"639,950",4,4,2.25,2210,05/26/2021  ,0.236,County,10260,Single Family,Federal Way,0,265,,,,,
115,1751138,S,RESI,22448 SE 244th St,98038,Maple Valley,320,WA,"605,000",4,3,2.5,1520,05/05/2021  ,0.083,Realist,3600,Single Family,Tahoma,0,266,,,,,
115,1756817,S,RESI,26823 225th Place SE,98038,Maple Valley,320,WA,"625,000",10,3,2.5,2037,05/13/2021  ,0.092,KCR,4000,Single Family,Tahoma,0,267,,,,,
115,1751909,S,RESI,24702 233rd Place SE,98038,Maple Valley,320,WA,"635,000",4,3,2.5,1740,05/10/2021  ,0.102,realist,4437,Single Family,Tahoma,0,268,,,,,
115,1761194,S,RESI,24216 234th Wy SE,98038,Maple Valley,320,WA,"650,000",2,3,2.5,1900,05/24/2021  ,0.211,Realist,9175,Single Family,Tahoma,0,269,,,,,
115,1751994,S,RESI,23802 SE 245th St,98038,Maple Valley,320,WA,"650,500",6,3,2.5,1650,05/12/2021  ,0.202,KCR,8802,Single Family,Tahoma,0,270,,,,,
115,1755684,S,RESI,25744 215th Ct SE,98038,Maple Valley,320,WA,"745,000",6,3,2.5,2114,05/19/2021  ,0.338,King County Tax Record,14740,Single Family,Tahoma,0,271,,,,,
115,1748049,S,RESI,27207 SE 247th St,98038,Maple Valley,320,WA,"754,000",7,3,2.5,2570,05/13/2021  ,1.72,Public Records,74923,Single Family,Tahoma,0,272,,,,,
115,1632827,S,RESI,23544 SE 271st Place #2041,98038,Maple Valley,320,WA,"799,291",9,3,3,2725,05/25/2021  ,0.097,Builder,4230,Single Family,Tahoma,0,273,,,,,
115,1732381,S,RESI,27507 SE 216th Place SE #19,98038,Maple Valley,320,WA,"830,190",1,3,2.5,3066,05/25/2021  ,0.112,King County,4893,Single Family,Tahoma,0,274,,,,,
115,1761111,S,RESI,24209 SE 258th St,98038,Maple Valley,320,WA,"850,000",4,3,2.5,2370,05/24/2021  ,0.096,County Records,4200,Single Family,Tahoma,0,275,,,,,
116,1781688,A,RESI,156 S 295th Place,98003,Federal Way,110,WA,"825,000",3,4,2.75,2950,05/27/2021  ,0.229,Tax Records,9957,Single Family,Federal Way,0,276,,,,,
116,1715571,S,RESI,27517 SE 216th Place SE #17,98038,Maple Valley,320,WA,"872,034",7,3,2.5,3066,05/14/2021  ,0.11,King County,4786,Single Family,Tahoma,0,277,,,,,
116,1723356,S,RESI,23115 Lower Dorre Don Wy SE,98038,Maple Valley,320,WA,"968,888",5,3,2.75,2890,05/21/2021  ,0.388,Realist,16889,Single Family,Tahoma,0,278,,,,,
116,1753790,S,RESI,25329 232nd Ave SE,98038,Maple Valley,320,WA,"1,023,500",4,3,2.5,2950,05/02/2021  ,0.447,Realist,19467,Single Family,Tahoma,0,279,,,,,
116,1758232,S,RESI,17104 242nd Ave SE,98038,Maple Valley,320,WA,"1,050,000",5,3,2.75,3740,05/06/2021  ,5.05,Realist,219978,Single Family,Issaquah,0,280,,,,,
116,1781480,A,RESI,21505 SE 280th St,98038,Maple Valley,320,WA,"614,950",3,4,2.5,2000,05/27/2021  ,0.173,Public Records,7551,Single Family,Tahoma,0,281,,,,,
116,1780470,A,RESI,27661 256th Place SE,98038,Maple Valley,320,WA,"689,900",3,4,3,2550,05/27/2021  ,0.087,Realist- Buyer to Verify,3810,Single Family,Tahoma,0,282,,,,,
116,1769431,A,RESI,29026 238th Ave SE #53,98038,Maple Valley,320,WA,"844,950",25,4,2.5,2311,05/05/2021  ,0.136,Permit,5930,Single Family,Tahoma,0,283,,,,,
116,1723733,A,RESI,29004 238TH Ave SE #50,98038,Maple Valley,320,WA,"879,950",35,4,2.5,2501,05/26/2021  ,0.155,Permit,6757,Single Family,Tahoma,0,284,,,,,
116,1761285,A,RESI,22515 SE 265th Place,98038,Maple Valley,320,WA,"888,885",38,4,2.5,3063,04/22/2021  ,0.115,Realist,5000,Single Family,Tahoma,0,285,,,,,
116,1773069,A,RESI,20626 229th Ave SE,98038,Maple Valley,320,WA,"999,000",18,4,2.75,2550,05/12/2021  ,1.14,KCR,49658,Single Family,Tahoma,0,286,,,,,
117,1712305,S,RESI,29125 23rd Place S,98003,Federal Way,110,WA,"420,000",10,4,2.25,1900,05/14/2021  ,0.167,Public Records,7260,Single Family,Federal Way,0,287,,,,,
117,1740020,S,RESI,23825 216th Place SE,98038,Maple Valley,320,WA,"550,000",7,4,3,2140,05/03/2021  ,0.18,King County Tax Record,7854,Single Family,Tahoma,0,288,,,,,
117,1748068,S,RESI,22027 SE 261st Place,98038,Maple Valley,320,WA,"556,000",10,4,2.25,1860,05/19/2021  ,0.153,Public Records,6650,Single Family,Tahoma,0,289,,,,,
117,1741126,S,RESI,27216 213th Place SE,98038,Maple Valley,320,WA,"579,900",5,4,2.5,1970,05/14/2021  ,0.116,Realist,5037,Single Family,Tahoma,0,290,,,,,
117,1763126,S,RESI,25313 215th Place SE,98038,Maple Valley,320,WA,"585,000",2,4,2.5,2600,05/30/2021  ,0.31,Realist,13500,Single Family,Tahoma,0,291,,,,,
117,1768774,S,RESI,26154 242nd Ave SE,98038,Maple Valley,320,WA,"590,000",5,4,2.75,1830,05/25/2021  ,0.07,King County Tax Record,3065,Single Family,Tahoma,0,292,,,,,
117,1760456,S,RESI,24241 229th Ave SE,98038,Maple Valley,320,WA,"630,000",5,4,2.5,1880,05/24/2021  ,0.078,Public Records,3400,Single Family,Tahoma,0,293,,,,,
